url,paragraph_1,paragraph_2,subset,span_1,span_2,Label
https://www.consultant.ru/cons/cgi/online.cgi?from=495710-0&req=doc&base=LAW&n=520154&diff=495710&rnd=UH4g2A#wu7vGCVEBABCoR562,"налога на добычу полезных ископаемых (за исключением полезных ископаемых, в отношении которых при налогообложении установлен рентный коэффициент, отличный от 1, полезных ископаемых в виде углеводородного сырья, природных алмазов и общераспространенных полезных ископаемых, угля коксующегося, железных руд, апатит-магнетитовых, апатит-штаффелитовых и маложелезистых апатитовых руд, многокомпонентной комплексной руды, в отношении которой при налогообложении установлен коэффициент, характеризующий стоимость ценных компонентов в руде) - по нормативу 40 процентов;","налога на добычу полезных ископаемых (за исключением полезных ископаемых, в отношении которых при налогообложении установлен рентный коэффициент, отличный от 1, полезных ископаемых в виде углеводородного сырья, природных алмазов и общераспространенных полезных ископаемых, угля коксующегося, железных руд, калийных солей, апатит-магнетитовых, апатит-штаффелитовых и маложелезистых апатитовых руд, многокомпонентной комплексной руды, в отношении которой при налогообложении установлен коэффициент, характеризующий стоимость ценных компонентов в руде) - по нормативу 40 процентов;",Бюджетный кодекс,"['', 'налога на добычу полезных ископаемых (за исключением полезных ископаемых, в отношении которых при налогообложении установлен рентный коэффициент, отличный от 1, полезных ископаемых в виде углеводородного сырья, природных алмазов и общераспространенных полезных ископаемых, угля коксующегося, железных руд', 'апатит-магнетитовых, апатит-штаффелитовых и маложелезистых апатитовых руд, многокомпонентной комплексной руды, в отношении которой при налогообложении установлен коэффициент, характеризующий стоимость ценных компонентов в руде) - по нормативу 40 процентов']","['калийных солей', 'налога на добычу полезных ископаемых (за исключением полезных ископаемых, в отношении которых при налогообложении установлен рентный коэффициент, отличный от 1, полезных ископаемых в виде углеводородного сырья, природных алмазов и общераспространенных полезных ископаемых, угля коксующегося, железных руд', 'апатит-магнетитовых, апатит-штаффелитовых и маложелезистых апатитовых руд, многокомпонентной комплексной руды, в отношении которой при налогообложении установлен коэффициент, характеризующий стоимость ценных компонентов в руде) - по нормативу 40 процентов']","['Addition', 'Equivalent', 'Equivalent']"
https://www.consultant.ru/cons/cgi/online.cgi?from=495710-0&req=doc&base=LAW&n=520154&diff=495710&rnd=UH4g2A#wu7vGCVEBABCoR562,платы за негативное воздействие на окружающую среду - по нормативу 40 процентов;,платы за негативное воздействие на окружающую среду - по нормативу 100 процентов;,Бюджетный кодекс,"['40', 'платы за негативное воздействие на окружающую среду - по нормативу']","['100', 'платы за негативное воздействие на окружающую среду - по нормативу']","['Contradiction', 'Equivalent']"
https://www.consultant.ru/cons/cgi/online.cgi?from=495710-0&req=doc&base=LAW&n=520154&diff=495710&rnd=UH4g2A#wu7vGCVEBABCoR562,"страховые взносы на обязательное социальное страхование на случай временной нетрудоспособности и в связи с материнством, уплачиваемые плательщиками страховых взносов, производящими выплаты и иные вознаграждения в пользу прокуроров, сотрудников Следственного комитета Российской Федерации, судей федеральных судов, мировых судей, с указанных выплат;","страховые взносы на обязательное социальное страхование на случай временной нетрудоспособности и в связи с материнством, уплачиваемые плательщиками страховых взносов, производящими выплаты и иные вознаграждения в пользу прокуроров, научных и педагогических работников органов и организаций прокуратуры Российской Федерации, имеющих классные чины, сотрудников Следственного комитета Российской Федерации, судей федеральных судов, мировых судей, с указанных выплат;",Бюджетный кодекс,"['', 'страховые взносы на обязательное социальное страхование на случай временной нетрудоспособности и в связи с материнством, уплачиваемые плательщиками страховых взносов, производящими выплаты и иные вознаграждения в пользу прокуроров', 'сотрудников Следственного комитета Российской Федерации, судей федеральных судов, мировых судей, с указанных выплат']","['научных и педагогических работников органов и организаций прокуратуры Российской Федерации, имеющих классные чины', 'страховые взносы на обязательное социальное страхование на случай временной нетрудоспособности и в связи с материнством, уплачиваемые плательщиками страховых взносов, производящими выплаты и иные вознаграждения в пользу прокуроров', 'сотрудников Следственного комитета Российской Федерации, судей федеральных судов, мировых судей, с указанных выплат']","['Addition', 'Equivalent', 'Equivalent']"
https://www.consultant.ru/cons/cgi/online.cgi?from=502254-0&req=doc&base=LAW&n=495133&diff=502254&rnd=ywQNuw#CWeLGpUSJKAJ2uqr,"2. Указанное в части 1 настоящей статьи заявление рассматривается в десятидневный срок со дня его поступления без проведения судебного заседания и без извещения лиц, участвующих в деле. В случае необходимости арбитражный суд может вызвать лиц, участвующих в деле, в судебное заседание, известив их о времени и месте его проведения.",2. Указанное в части 1 настоящей статьи заявление рассматривается с учетом особенностей рассмотрения дела в порядке упрощенного производства.,Арбитражный кодекс,"['в десятидневный срок со дня его поступления без проведения судебного заседания и без извещения лиц, участвующих в деле. В случае необходимости арбитражный суд может вызвать лиц, участвующих в деле, в судебное заседание, известив их о времени и месте его проведения.', '2. Указанное в части 1 настоящей статьи заявление рассматривается']","['с учетом особенностей рассмотрения дела в порядке упрощенного производства.', '2. Указанное в части 1 настоящей статьи заявление рассматривается']","['Contradiction', 'Equivalent']"
https://www.consultant.ru/cons/cgi/online.cgi?from=502254-0&req=doc&base=LAW&n=495133&diff=502254&rnd=ywQNuw#CWeLGpUSJKAJ2uqr,"Статья 183. Индексация присужденных денежных сумм 1. По заявлению взыскателя или должника арбитражный суд первой инстанции, рассмотревший дело, производит индексацию присужденных судом денежных сумм на день исполнения решения суда. Если иное не предусмотрено федеральным законом, присужденные денежные суммы индексируются со дня вынесения решения суда или, если решением суда предусмотрена выплата присужденной денежной суммы в предстоящем периоде, с момента, когда такая выплата должна была быть произведена. Если иное не предусмотрено федеральным законом или договором, для индексации используется официальная статистическая информация об индексе потребительских цен (тарифов) на товары и услуги в Российской Федерации, размещаемая на официальном сайте федерального органа исполнительной власти, осуществляющего функции по формированию официальной статистической информации о социальных, экономических, демографических, экологических и других общественных процессах в Российской Федерации, в информационно-телекоммуникационной сети ""Интернет"".","Статья 183. Индексация присужденных денежных сумм 1. По заявлению взыскателя или должника арбитражный суд первой инстанции, рассмотревший дело, производит индексацию присужденных судом денежных сумм на день исполнения решения суда. Если иное не предусмотрено федеральным законом, присужденные денежные суммы индексируются со дня вынесения решения суда или, если решением суда предусмотрена выплата присужденной денежной суммы в предстоящем периоде, с момента, когда такая выплата должна была быть произведена. Если иное не предусмотрено федеральным законом или договором, для индексации используется официальная статистическая информация об индексе потребительских цен (тарифов) на товары и услуги в Российской Федерации, размещаемая на официальном сайте федерального органа исполнительной власти, осуществляющего функции по формированию официальной статистической информации о социальных, экономических, демографических, экологических и других общественных процессах в Российской Федерации, в информационно-телекоммуникационной сети ""Интернет"". Заявление об индексации присужденных судом денежных сумм может быть подано в срок, не превышающий одного года со дня исполнения должником судебного акта. При наличии уважительных причин указанный срок может быть восстановлен арбитражным судом в порядке, предусмотренном статьей 117 настоящего Кодекса.",Арбитражный кодекс,"['', 'Статья 183. Индексация присужденных денежных сумм 1. По заявлению взыскателя или должника арбитражный суд первой инстанции, рассмотревший дело, производит индексацию присужденных судом денежных сумм на день исполнения решения суда. Если иное не предусмотрено федеральным законом, присужденные денежные суммы индексируются со дня вынесения решения суда или, если решением суда предусмотрена выплата присужденной денежной суммы в предстоящем периоде, с момента, когда такая выплата должна была быть произведена. Если иное не предусмотрено федеральным законом или договором, для индексации используется официальная статистическая информация об индексе потребительских цен (тарифов) на товары и услуги в Российской Федерации, размещаемая на официальном сайте федерального органа исполнительной власти, осуществляющего функции по формированию официальной статистической информации о социальных, экономических, демографических, экологических и других общественных процессах в Российской Федерации, в информационно-телекоммуникационной сети ""Интернет"".']","['Заявление об индексации присужденных судом денежных сумм может быть подано в срок, не превышающий одного года со дня исполнения должником судебного акта. При наличии уважительных причин указанный срок может быть восстановлен арбитражным судом в порядке, предусмотренном статьей 117 настоящего Кодекса.', 'Статья 183. Индексация присужденных денежных сумм 1. По заявлению взыскателя или должника арбитражный суд первой инстанции, рассмотревший дело, производит индексацию присужденных судом денежных сумм на день исполнения решения суда. Если иное не предусмотрено федеральным законом, присужденные денежные суммы индексируются со дня вынесения решения суда или, если решением суда предусмотрена выплата присужденной денежной суммы в предстоящем периоде, с момента, когда такая выплата должна была быть произведена. Если иное не предусмотрено федеральным законом или договором, для индексации используется официальная статистическая информация об индексе потребительских цен (тарифов) на товары и услуги в Российской Федерации, размещаемая на официальном сайте федерального органа исполнительной власти, осуществляющего функции по формированию официальной статистической информации о социальных, экономических, демографических, экологических и других общественных процессах в Российской Федерации, в информационно-телекоммуникационной сети ""Интернет"".']","['Addition', 'Equivalent']"
https://www.consultant.ru/cons/cgi/online.cgi?req=doc&base=LAW&n=410706&diff=402655&from=410706-3575-diff&rnd=9DvCOA#t4Zr3pUr5RUDkY39,"7) фондов, к которым относятся в том числе общественные и благотворительные фонды;","7) общественно полезных фондов, к которым относятся в том числе общественные и благотворительные фонды, и личных фондов;",Гражданский кодекс,"['', 'фондов, к которым относятся в том числе общественные и благотворительные фонды']","['общественно полезных', 'фондов, к которым относятся в том числе общественные и благотворительные фонды']","['Addition', 'Equivalent']"
https://www.consultant.ru/cons/cgi/online.cgi?req=doc&base=LAW&n=410706&diff=402655&from=410706-3575-diff&rnd=9DvCOA#t4Zr3pUr5RUDkY40,"1. Юридическое лицо приобретает гражданские права и принимает на себя гражданские обязанности через свои органы, действующие в соответствии с законом, иными правовыми актами и учредительным документом. Порядок образования и компетенция органов юридического лица определяются другим законом и учредительным документом.","1. Юридическое лицо приобретает гражданские права и принимает на себя гражданские обязанности через свои органы, действующие в соответствии с законом, иными правовыми актами и учредительным документом. Порядок образования и компетенция органов юридического лица определяются настоящим Кодексом, другим законом и учредительным документом, если иное не предусмотрено настоящим Кодексом или другим законом.",Гражданский кодекс,"['', '1. Юридическое лицо приобретает гражданские права и принимает на себя гражданские обязанности через свои органы, действующие в соответствии с законом, иными правовыми актами и учредительным документом. Порядок образования и компетенция органов юридического лица определяются', 'другим законом и учредительным документом']","['настоящим Кодексом', '1. Юридическое лицо приобретает гражданские права и принимает на себя гражданские обязанности через свои органы, действующие в соответствии с законом, иными правовыми актами и учредительным документом. Порядок образования и компетенция органов юридического лица определяются', 'другим законом и учредительным документом']","['Addition', 'Equivalent', 'Equivalent']"
https://www.consultant.ru/cons/cgi/online.cgi?req=doc&base=LAW&n=410706&diff=402655&from=410706-3575-diff&rnd=9DvCOA#t4Zr3pUr5RUDkY40,5. Учредители (участники) юридического лица вправе утвердить регулирующие корпоративные отношения (пункт 1 статьи 2) и не являющиеся учредительными документами внутренний регламент и иные внутренние документы юридического лица.,"5. Учредители (участники) юридического лица, а в случаях, предусмотренных законом, также органы юридического лица (пункт 1 статьи 53) вправе утвердить регулирующие корпоративные отношения (пункт 1 статьи 2) и не являющиеся учредительными документами внутренний регламент и иные внутренние документы юридического лица.",Гражданский кодекс,"['', '5. Учредители (участники) юридического лица', 'вправе утвердить регулирующие корпоративные отношения (пункт 1 статьи 2) и не являющиеся учредительными документами внутренний регламент и иные внутренние документы юридического лица']","['а в случаях, предусмотренных законом, также органы юридического лица (пункт 1 статьи 53)', '5. Учредители (участники) юридического лица', 'вправе утвердить регулирующие корпоративные отношения (пункт 1 статьи 2) и не являющиеся учредительными документами внутренний регламент и иные внутренние документы юридического лица']","['Addition', 'Equivalent', 'Equivalent']"
https://www.consultant.ru/cons/cgi/online.cgi?req=doc&base=LAW&n=410706&diff=402655&from=410706-3575-diff&rnd=9DvCOA#t4Zr3pUr5RUDkY40,"7) фондов, к которым относятся в том числе общественные и благотворительные фонды;","7) общественно полезных фондов, к которым относятся в том числе общественные и благотворительные фонды, и личных фондов;",Гражданский кодекс,"['', 'фондов, к которым относятся в том числе общественные и благотворительные фонды']","['и личных фондов', 'фондов, к которым относятся в том числе общественные и благотворительные фонды']","['Addition', 'Equivalent']"
https://www.consultant.ru/cons/cgi/online.cgi?req=doc&base=LAW&n=410706&diff=402655&from=410706-3575-diff&rnd=9DvCOA#t4Zr3pUr5RUDkY41,"1. Юридическое лицо приобретает гражданские права и принимает на себя гражданские обязанности через свои органы, действующие в соответствии с законом, иными правовыми актами и учредительным документом. Порядок образования и компетенция органов юридического лица определяются законом и учредительным документом.","1. Юридическое лицо приобретает гражданские права и принимает на себя гражданские обязанности через свои органы, действующие в соответствии с законом, иными правовыми актами и учредительным документом. Порядок образования и компетенция органов юридического лица определяются настоящим Кодексом, другим законом и учредительным документом, если иное не предусмотрено настоящим Кодексом или другим законом.",Гражданский кодекс,"['', '1. Юридическое лицо приобретает гражданские права и принимает на себя гражданские обязанности через свои органы, действующие в соответствии с законом, иными правовыми актами и учредительным документом. Порядок образования и компетенция органов юридического лица определяются', 'законом и учредительным документом']","['если иное не предусмотрено настоящим Кодексом или другим законом.', '1. Юридическое лицо приобретает гражданские права и принимает на себя гражданские обязанности через свои органы, действующие в соответствии с законом, иными правовыми актами и учредительным документом. Порядок образования и компетенция органов юридического лица определяются', 'законом и учредительным документом']","['Addition', 'Equivalent', 'Equivalent']"
https://www.consultant.ru/cons/cgi/online.cgi?req=doc&base=LAW&n=410706&diff=402655&from=410706-3575-diff&rnd=9DvCOA#t4Zr3pUr5RUDkY41,"Юридические лица, учредители которых не становятся их участниками и не приобретают в них прав членства, являются унитарными юридическими лицами. К ним относятся государственные и муниципальные унитарные предприятия, фонды, учреждения, автономные некоммерческие организации, религиозные организации, государственные корпорации, публично-правовые компании.","Юридические лица, учредители которых не становятся их участниками и не приобретают в них прав членства, являются унитарными юридическими лицами. К ним относятся государственные и муниципальные унитарные предприятия, общественно полезные фонды, личные фонды, учреждения, автономные некоммерческие организации, религиозные организации, государственные корпорации, публично-правовые компании.",Гражданский кодекс,"['фонды', 'Юридические лица, учредители которых не становятся их участниками и не приобретают в них прав членства, являются унитарными юридическими лицами. К ним относятся государственные и муниципальные унитарные предприятия', ', учреждения, автономные некоммерческие организации, религиозные организации, государственные корпорации, публично-правовые компании']","['общественно полезные фонды, личные фонды', 'Юридические лица, учредители которых не становятся их участниками и не приобретают в них прав членства, являются унитарными юридическими лицами. К ним относятся государственные и муниципальные унитарные предприятия', ', учреждения, автономные некоммерческие организации, религиозные организации, государственные корпорации, публично-правовые компании']","['Contradiction', 'Equivalent', 'Equivalent']"
https://www.consultant.ru/cons/cgi/online.cgi?req=doc&base=LAW&n=410706&diff=402655&from=410706-3575-diff&rnd=9DvCOA#t4Zr3pUr5RUDkY42,"Статья 123.20-1. Создание наследственного фонда, условия управления им и его ликвидация",Статья 123.20-8. Создание наследственного фонда и управление им,Гражданский кодекс,"['условия управления им и его ликвидация', 'Создание наследственного фонда']","['и управление им', 'Создание наследственного фонда']","['Contradiction', 'Equivalent']"
https://www.consultant.ru/cons/cgi/online.cgi?req=doc&base=LAW&n=410706&diff=410306&from=410706-1083-diff&rnd=9DvCOA#pU5h3pUeqKzdxrfP2,Статья 290. Общее имущество собственников квартир в многоквартирном доме,Статья 290. Общее имущество в многоквартирном доме,Гражданский кодекс,['собственников квартир'],[''],['Addition']
https://www.consultant.ru/cons/cgi/online.cgi?req=doc&base=LAW&n=433304&diff=454102&from=433304-3615-diff&rnd=l8AgRg#uWnjeoUafqSty1ay,"Статья 262. Дополнительные выходные дни лицам, осуществляющим уход за детьми-инвалидами Одному из родителей (опекуну, попечителю) для ухода за детьми-инвалидами по его письменному заявлению предоставляются четыре дополнительных оплачиваемых выходных дня в месяц, которые могут быть использованы одним из указанных лиц либо разделены ими между собой по их усмотрению. Оплата каждого дополнительного выходного дня производится в размере среднего заработка и порядке, который устанавливается федеральными законами. Порядок предоставления указанных дополнительных оплачиваемых выходных дней устанавливается Правительством Российской Федерации.","Статья 262. Дополнительные выходные дни лицам, осуществляющим уход за детьми-инвалидами Одному из родителей (опекуну, попечителю) для ухода за детьми-инвалидами по его письменному заявлению предоставляются четыре дополнительных оплачиваемых выходных дня в месяц, которые могут быть использованы одним из указанных лиц либо разделены ими между собой по их усмотрению. Однократно в течение календарного года допускается использование до двадцати четырех дополнительных оплачиваемых выходных дней подряд в пределах общего количества неиспользованных дополнительных оплачиваемых выходных дней, право на получение которых имеет один из родителей (опекун, попечитель) в данном календарном году. График предоставления указанных дней в случае использования более четырех дополнительных оплачиваемых дней подряд согласовывается работником с работодателем. Оплата каждого дополнительного выходного дня производится в размере среднего заработка и порядке, который устанавливается федеральными законами. Порядок предоставления указанных дополнительных оплачиваемых выходных дней устанавливается Правительством Российской Федерации.",Трудовой кодекс,"['', 'Статья 262. Дополнительные выходные дни лицам, осуществляющим уход за детьми-инвалидами Одному из родителей (опекуну, попечителю) для ухода за детьми-инвалидами по его письменному заявлению предоставляются четыре дополнительных оплачиваемых выходных дня в месяц, которые могут быть использованы одним из указанных лиц либо разделены ими между собой по их усмотрению', 'Оплата каждого дополнительного выходного дня производится в размере среднего заработка и порядке, который устанавливается федеральными законами. Порядок предоставления указанных дополнительных оплачиваемых выходных дней устанавливается Правительством Российской Федерации']","['Однократно в течение календарного года допускается использование до двадцати четырех дополнительных оплачиваемых выходных дней подряд в пределах общего количества неиспользованных дополнительных оплачиваемых выходных дней, право на получение которых имеет один из родителей (опекун, попечитель) в данном календарном году. График предоставления указанных дней в случае использования более четырех дополнительных оплачиваемых дней подряд согласовывается работником с работодателем.', 'Статья 262. Дополнительные выходные дни лицам, осуществляющим уход за детьми-инвалидами Одному из родителей (опекуну, попечителю) для ухода за детьми-инвалидами по его письменному заявлению предоставляются четыре дополнительных оплачиваемых выходных дня в месяц, которые могут быть использованы одним из указанных лиц либо разделены ими между собой по их усмотрению', 'Оплата каждого дополнительного выходного дня производится в размере среднего заработка и порядке, который устанавливается федеральными законами. Порядок предоставления указанных дополнительных оплачиваемых выходных дней устанавливается Правительством Российской Федерации']","['Addition', 'Equivalent', 'Equivalent']"
https://www.consultant.ru/cons/cgi/online.cgi?req=doc&base=LAW&n=433304&diff=465502&from=465502-3615-diff&rnd=l8AgRg#92OjeoUIpm9cvHE5,"13.1) невыхода работника на работу по истечении трех месяцев после окончания прохождения им военной службы по мобилизации или военной службы по контракту, заключенному в соответствии с пунктом 7 статьи 38 Федерального закона от 28 марта 1998 года N 53-ФЗ ""О воинской обязанности и военной службе"", либо после окончания действия заключенного работником контракта о добровольном содействии в выполнении задач, возложенных на Вооруженные Силы Российской Федерации;","13.1) невыхода работника на работу по истечении трех месяцев после окончания прохождения им военной службы по мобилизации или военной службы по контракту, заключенному в соответствии с пунктом 7 статьи 38 Федерального закона от 28 марта 1998 года N 53-ФЗ ""О воинской обязанности и военной службе"", либо после окончания действия заключенного работником контракта о добровольном содействии в выполнении задач, возложенных на Вооруженные Силы Российской Федерации или войска национальной гвардии Российской Федерации;",Трудовой кодекс,"['', '13.1) невыхода работника на работу по истечении трех месяцев после окончания прохождения им военной службы по мобилизации или военной службы по контракту, заключенному в соответствии с пунктом 7 статьи 38 Федерального закона от 28 марта 1998 года N 53-ФЗ ""О воинской обязанности и военной службе"", либо после окончания действия заключенного работником контракта о добровольном содействии в выполнении задач, возложенных на Вооруженные Силы Российской Федерации']","['или войска национальной гвардии Российской Федерации', '13.1) невыхода работника на работу по истечении трех месяцев после окончания прохождения им военной службы по мобилизации или военной службы по контракту, заключенному в соответствии с пунктом 7 статьи 38 Федерального закона от 28 марта 1998 года N 53-ФЗ ""О воинской обязанности и военной службе"", либо после окончания действия заключенного работником контракта о добровольном содействии в выполнении задач, возложенных на Вооруженные Силы Российской Федерации']","['', 'Equivalent']"
https://www.consultant.ru/cons/cgi/online.cgi?req=doc&base=LAW&n=438471&diff=444769&from=438471-5804-diff&rnd=9DvCOA#b7fa3pUyRHqvzx5S,3. Исправление и изменение записей актов гражданского состояния производятся органом записи актов гражданского состояния при наличии достаточных оснований и отсутствии спора между заинтересованными лицами.,"3. Исправление и изменение записей актов гражданского состояния производятся органами, осуществляющими государственную регистрацию актов гражданского состояния, при наличии достаточных оснований и отсутствии спора между заинтересованными лицами.",Гражданский кодекс,"['органом записи', '3. Исправление и изменение записей актов гражданского состояния производятся', 'актов гражданского состояния при наличии достаточных оснований и отсутствии спора между заинтересованными лицами']","['органами, осуществляющими государственную регистрацию', '3. Исправление и изменение записей актов гражданского состояния производятся', 'актов гражданского состояния, при наличии достаточных оснований и отсутствии спора между заинтересованными лицами']","['Contradiction', 'Equivalent', 'Equivalent']"
